# Token pairs extracted from pools.csv
# Format: token0,token1
0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0aff507ac29b8cea2fb10d2ad14408c2d79a35ad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0b010000b7624eb9b3dfbc279673c76e9d29d5f7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0b010000b7624eb9b3dfbc279673c76e9d29d5f7,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0b34b2474a30c1bff0d89f851d69cc9bb87a122d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0b38210ea11411557c13457d4da7dc6ea731b88a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0b7f0e51cd1739d6c96982d55ad8fa634dd43a9c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0b9ae6b1d4f0eeed904d1cef68b9bd47499f3fff,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0bc37bea9068a86c221b8bd71ea6228260dad5a2,0x55296f69f40ea6d20e478533c15a6b08b654e758
0x0bc37bea9068a86c221b8bd71ea6228260dad5a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0bc37bea9068a86c221b8bd71ea6228260dad5a2,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0d37af9d8ae74f35f3a38bd2a08fcb29890ca6d2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x0d37af9d8ae74f35f3a38bd2a08fcb29890ca6d2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0d3cbed3f69ee050668adf3d9ea57241cba33a2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0d438f3b5175bebc262bf23753c1e53d03432bde,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6
0x0d438f3b5175bebc262bf23753c1e53d03432bde,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0d53b0f54ec87b7c733c9a3ea6d9beb4db14224a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0d8775f648430679a709e98d2b0cb6250d2887ef,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0e16bd2cd962fadb4a23ec961bb170ffa25208a8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x0e397938c1aa0680954093495b70a9f5e2249aba,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0f6f1818019d656ea5651e913adf8a26e178c09f,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d
0x0f6f1818019d656ea5651e913adf8a26e178c09f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0f8a902bc73744d5d70fbfb77abcc89048b89501,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0fad86cc1b412b330494e350bf1dc1994ac55c9e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0fad86cc1b412b330494e350bf1dc1994ac55c9e,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x0fec961fc1916ab386f613c561a23f8325f46c34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x10633216e7e8281e33c86f02bf8e565a635d9770,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x111111111117dc0aa78b770fa6a738034120c302,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6
0x111111111117dc0aa78b770fa6a738034120c302,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984
0x111111111117dc0aa78b770fa6a738034120c302,0x514910771af9ca656af840dff83e8264ecf986ca
0x111111111117dc0aa78b770fa6a738034120c302,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9
0x111111111117dc0aa78b770fa6a738034120c302,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x111111111117dc0aa78b770fa6a738034120c302,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x111111111117dc0aa78b770fa6a738034120c302,0xd4419c2d3daa986dc30444fa333a846be44fd1eb
0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1121acc14c63f3c872bfca497d10926a6098aac5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x112b08621e27e10773ec95d250604a041f36c582,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x112b08621e27e10773ec95d250604a041f36c582,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1151cb3d861920e07a38e03eead12c32178567f6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x12d0545f7f74a17c84432e9552d8e4eb62b59dcd,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x12d0545f7f74a17c84432e9552d8e4eb62b59dcd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x12d9fe4c9494dc363c6290bfdbb2bd9ed6358c13,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x133f94296cca095fac5f95a49b3ed910c17f2b3d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1416946162b1c2c871a73b07e932d2fb6c932069,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x14778860e937f509e651192a90589de711fb88a9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1487bd704fa05a222b0adb50dc420f001f003045,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984
0x1487bd704fa05a222b0adb50dc420f001f003045,0x340d2bde5eb28c1eed91b2f790723e3b160613b7
0x1487bd704fa05a222b0adb50dc420f001f003045,0x3c3a81e81dc49a522a592e7622a7e711c06bf354
0x1487bd704fa05a222b0adb50dc420f001f003045,0x64d91f12ece7362f91a6f8e7940cd55f05060b92
0x1487bd704fa05a222b0adb50dc420f001f003045,0x6c5ba91642f10282b576d91922ae6448c9d52f4e
0x1487bd704fa05a222b0adb50dc420f001f003045,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1487bd704fa05a222b0adb50dc420f001f003045,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1495bc9e44af1f8bcb62278d2bec4540cf0c05ea,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x14c3abf95cb9c93a8b82c1cdcb76d72cb87b2d4c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x152649ea73beab28c5b49b26eb48f7ead6d4c898,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984
0x15e6e0d4ebeac120f9a97e71faa6a0235b85ed12,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x15f74458ae0bfdaa1a96ca1aa779d715cc1eefe4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x163f8c2467924be0ae7b5347228cabf260318753,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x163f8c2467924be0ae7b5347228cabf260318753,0xd4419c2d3daa986dc30444fa333a846be44fd1eb
0x167543ebe50ea8a8a66f09516f4c3162fc0ef9e7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x167e6fcd728cdd00d012d8862934c2c333cb0839,0xdac17f958d2ee523a2206206994597c13d831ec7
0x168e209d7b2f58f1f24b8ae7b7d35e662bbf11cc,0xdac17f958d2ee523a2206206994597c13d831ec7
0x16ae2fb0374fdd9c413a45c69f954b54a3cb0116,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x16b0ca7a650f0e0eaa120a2e4cae3657ac89a11b,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1789e0043623282d5dcc7f213d703c6d8bafbb04,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1796ae0b0fa4862485106a0de9b654efe301d0b2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x17b931e77058d9bbf8cf53b9662085ecb065bf76,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x17d2628d30f8e9e966c9ba831c9b9b01ea8ea75c,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1806fb53277667cfae07f168dfcf94ccfaf8a7a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x18084fba666a33d37592fa2633fd49a74dd93a88,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x181d606e5fa001b81f37215b85548b155fe70fea,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x186ef81fd8e77eec8bffc3039e7ec41d5fc0b457,0xdac17f958d2ee523a2206206994597c13d831ec7
0x188d12eb13a5eadd0867074ce8354b1ad6f4790b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x19062190b1925b5b6689d7073fdfc8c2976ef8cb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x19247618d79e3fc4d4866169789e4b8eedef52e6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x19373ecbb4b8cc2253d70f2a246fa299303227ba,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x19640000000ba88d36206beb10d0e86011c8d08c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x199cc8f0ac008bdc8cf0b1ccd5187f84e168c4d2,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,0x68749665ff8d2d112fa859aa293f07a622782f38
0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,0xba3f535bbcccca2a154b573ca6c5a49baae0a3ea
0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1b40183efb4dd766f11bda7a7c3ad8982e998421,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1c13522ca36e5e13c591c0803083d5bb9282fe48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1c3547dfa9ce7acd9c54ae49244575fa65bc75e2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1c4853ec0d55e420002c5efabc7ed8e0ba7a4121,0x32c6f1c1731ff8f98ee2ede8954f696446307846
0x1c4853ec0d55e420002c5efabc7ed8e0ba7a4121,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1c7e83f8c581a967940dbfa7984744646ae46b29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1c9922314ed1415c95b9fd453c3818fd41867d0b,0x90685e300a4c4532efcefe91202dfe1dfd572f47
0x1c9b158e71bc274ea5519ca57a73e337cac72b3a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1cfce7f61dbae6777bf612ab27749cd89f51d0d1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1db1591540d7a6062be0837ca3c808add28844f6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1db1591540d7a6062be0837ca3c808add28844f6,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd
0x1db1591540d7a6062be0837ca3c808add28844f6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1dff69d892d7a503088522b830eadcba9867f6bd,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1dff69d892d7a503088522b830eadcba9867f6bd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1e762e1fac176bbb341656035daf5601b1c69be5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1f48f174c3cffa3323b79e3d43ffa45f789b09f1,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x514910771af9ca656af840dff83e8264ecf986ca
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x6b175474e89094c44da98b954eedeac495271d0f
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xbf4a2ddaa16148a9d0fa2093ffac450adb7cd4aa
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xd4419c2d3daa986dc30444fa333a846be44fd1eb
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xdac17f958d2ee523a2206206994597c13d831ec7
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xe25db4baa49ea3b8627986ffc22c7bd5e0c88d49
0x1fac00ccee478eced6a120a50ed2ab28ee7fe32b,0x9b99cca871be05119b2012fd4474731dd653febe
0x1fc122fe8b6fa6b8598799baf687539b5d3b2783,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x2015bc0be96be4aea2aabc95522109acfec84c30,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
